mouse_speed,typing_speed,click_behavior,page_dwell_time,login_attempts,browser_type,ip_address,login_location,browser_reputation_score,latency,is_bot
237.25356147584245,4.861735698828816,Human-like,39.2797576724562,0,Edge,192.168.20.102,Canada,0.8337498258560774,13.998996632720115,0
49.17778326915291,4.507196575036572,Human-like,15.714672716877631,0,Firefox,192.168.149.52,Australia,0.9909729556485982,43.29770563201687,0
156.43413994823638,4.474830192821853,Human-like,17.33618039413735,1,Safari,192.168.57.21,Australia,0.7021198915659151,10.92249700165663,0
17.06706387079825,5.603441225038131,Human-like,11.866626528544618,1,Chrome,192.168.207.14,Canada,0.8368209952651108,41.407038455720546,0
205.06461535159428,3.575251813786543,Human-like,33.696582754481696,0,Opera,192.168.228.50,Australia,0.9040922615763339,28.019970078781718,0
47.99602882024308,6.119423611561837,Human-like,10.638650088808568,1,Firefox,192.168.83.91,Australia,0.8320457481218804,14.881529393791153,0
159.9763397118135,4.994472137679874,Human-like,46.372816083151285,1,Firefox,192.168.49.103,Australia,0.9266084230952958,27.00623497964979,0
224.22498479587233,3.6065830591272965,Human-like,11.252531698222343,1,Firefox,192.168.217.43,Canada,0.9818496824692567,45.79309401710595,0
255.3849934996558,5.17136828118997,Human-like,13.53970008207678,0,Opera,192.168.251.248,Australia,0.9883516073048048,43.78135394712606,0
219.76145301726575,6.641771116014076,Human-like,33.47004662655393,0,Opera,192.168.251.187,Australia,0.8628088249474746,15.636968998990506,0
243.65920960347793,5.887748459593357,Human-like,39.160286721639494,0,Edge,192.168.122.4,Australia,0.9778902635540048,36.04308102007778,0
132.77486126530235,4.888012179493058,Human-like,24.832730087930656,1,Chrome,192.168.215.36,Canada,0.9188818535014192,35.502298854208526,0
194.59924088147497,6.003532897892024,Human-like,14.783769837532068,1,Chrome,192.168.130.0,Canada,0.916518856349462,19.43939678995823,0
153.8843180437017,5.33289244048893,Human-like,27.573460074630805,0,Chrome,192.168.62.95,USA,0.8909231233791342,22.574239243053068,0
267.7649367969382,5.019000331062149,Human-like,19.971689165955,0,Firefox,192.168.142.170,Canada,0.7609183674204307,47.71414282231924,0
321.719037450603,5.823733076975142,Human-like,45.21871356061031,1,Firefox,192.168.44.61,Australia,0.8900211269531271,44.85842360750871,0
160.26798471747207,5.513267433113356,Human-like,45.70235993959911,0,Safari,192.168.127.249,USA,0.736626386410202,24.251913523078997,0
180.63614010977454,5.460955615420294,Human-like,35.907604821654495,0,Safari,192.168.115.204,USA,0.958219174976903,10.278085221247629,0
0.8617964327397374,5.345517943888766,Human-like,18.88431241882921,0,Chrome,192.168.233.171,Canada,0.7732376566743322,16.73164168691722,0
222.59921007122256,3.5414830790132426,Human-like,26.15344684232163,1,Opera,192.168.240.185,Australia,0.9887341884826334,20.071291833014566,0
56.092158852571885,4.973486124550783,Human-like,21.393619775098706,0,Opera,192.168.186.112,Australia,0.9929844867497959,26.44148053272925,0
193.9934498485633,4.758619868355788,Human-like,35.37405378805455,1,Edge,192.168.129.52,Canada,0.8468358280832688,49.42601816442403,0
257.5472629029803,3.8502074225056413,Human-like,40.4647846131487,0,Chrome,192.168.144.254,Canada,0.9409419269139687,28.812025377841536,0
196.59480085348727,5.216936726162342,Human-like,42.65727492877536,1,Firefox,192.168.96.200,Canada,0.7962340194915207,17.46074041599417,0
207.4738523815731,4.496524345883801,Human-like,37.1025744736913,0,Edge,192.168.89.194,Canada,0.9428503138419146,23.946639491669174,0
232.10096307420707,2.5303011349324027,Human-like,43.50840423629312,0,Safari,192.168.219.184,Canada,0.7340420563721767,46.98774473114251,0
173.24412306738543,5.556121798533965,Human-like,36.39936184136716,1,Edge,192.168.111.248,USA,0.8549907673813042,20.43316699321636,0
275.03642058215786,5.15242086225926,Human-like,17.548284333655175,0,Opera,192.168.98.146,Canada,0.9177867036610718,45.884410398103086,0
218.78696377594073,5.346448209496976,Human-like,35.68126584617151,0,Firefox,192.168.112.199,Canada,0.9356021953341831,36.759530188569144,0
61.26477971268264,6.168631243450534,Human-like,47.60533769831114,0,Chrome,192.168.92.145,Canada,0.7482424154252496,31.949351574663446,0
278.7010544240649,6.3251056615142005,Human-like,18.970772378422392,0,Opera,192.168.67.32,USA,0.8481681145550304,17.152908368853154,0
300.73761592225844,4.265452350052474,Human-like,38.83759697008517,1,Edge,192.168.32.175,Canada,0.7281024303484277,24.70863212237734,0
133.28641777808576,4.184189715034561,Human-like,48.920422190097824,0,Chrome,192.168.50.181,Canada,0.9718296363155662,27.375774620417147,0
297.5258860997405,3.6564762359325673,Human-like,36.75696238652399,0,Edge,192.168.196.251,Australia,0.9167356345784516,21.23089449763423,0
203.1485048352517,4.862728182902184,Human-like,17.084427176281956,1,Safari,192.168.157.220,Canada,0.7838681025390275,45.33976089065036,0
245.45970223243137,3.0557704062504003,Human-like,32.89169876683353,1,Safari,192.168.224.115,USA,0.7883346676208757,25.403909144077012,0
166.51137859497342,5.856398794323472,Human-like,16.7797098674437,0,Opera,192.168.233.222,USA,0.9532639422178935,47.20067339243327,0
113.921002038125,6.389602828146591,Human-like,20.16654596278955,1,Firefox,192.168.129.217,Australia,0.9222305853262613,37.88062963981072,0
128.07439276799158,6.382004604171943,Human-like,21.743673770579733,0,Safari,192.168.25.98,Canada,0.7768620830783374,34.46054843462722,0
111.25507839091857,5.494995654191695,Human-like,12.837636679997107,1,Safari,192.168.143.141,Canada,0.9670016025452699,23.51980627406143,0
142.0381089096821,4.763181393259991,Human-like,33.13120563984696,1,Chrome,192.168.50.152,Canada,0.7465124850183232,49.273635532421245,0
211.23752872546984,5.140907368071322,Human-like,20.01005442063456,1,Opera,192.168.69.14,Australia,0.8080571924233788,15.08242050607539,0
317.02851058496594,5.128551000071081,Human-like,18.632841099873726,0,Firefox,192.168.102.195,USA,0.9526069225035945,17.77520135979492,0
324.7827342086188,4.260763568544893,Human-like,15.534123696712054,1,Safari,192.168.12.113,USA,0.8548901044903585,22.918258917649837,0
150.36601514237088,5.852433334796224,Human-like,27.558856828225444,0,Chrome,192.168.89.228,Australia,0.755300102299411,13.234918664687907,0
333.5968307769775,4.322584332285244,Human-like,12.327743820337744,1,Edge,192.168.0.238,USA,0.7750728694493786,31.969066588244818,0
270.9036267565675,6.266406855372875,Human-like,21.197355877837715,1,Opera,192.168.188.230,Australia,0.89713339855005,27.426915947115642,0
111.23201240415966,5.228970432230438,Human-like,14.806585912225687,0,Firefox,192.168.205.219,Canada,0.7138007926065257,11.629152092758805,0
233.28645711096715,5.774634053429336,Human-like,28.96695316349301,1,Opera,192.168.217.175,Australia,0.9420738931152338,23.85217284357603,0
358.4834117718652,4.501593377293554,Human-like,11.922356967881349,1,Edge,192.168.68.99,Australia,0.7135912029316133,24.98450458505885,0
204.3881676730133,7.347996928450323,Human-like,44.25959364753289,0,Safari,192.168.236.3,USA,0.8847553493169742,47.75566418243029,0
287.9326836794182,5.531400010960329,Human-like,37.08673369531927,0,Edge,192.168.123.32,Australia,0.8374758671474549,31.8246715726374,0
188.61611787233124,5.588317206484577,Human-like,48.44762255295657,1,Firefox,192.168.42.43,Australia,0.7821883381963401,18.583564788334964,0
168.61183390921758,4.888581223418409,Human-like,34.730155373515714,0,Firefox,192.168.80.89,USA,0.7956926890881284,43.79501243877818,0
153.33221263202907,4.644511359083641,Human-like,37.86948661456603,0,Safari,192.168.74.156,USA,0.7117558980026938,26.71784126862315,0
203.805796914145,5.494599891881714,Human-like,26.938837692324743,1,Edge,192.168.191.226,USA,0.997151542600202,26.50470707645706,0
295.82486718413185,4.40842861116417,Human-like,23.632141610120712,1,Opera,192.168.223.36,USA,0.771579057937102,37.19379119600983,0
135.3038658825839,5.790593989424146,Human-like,25.109155447051794,0,Edge,192.168.61.83,Australia,0.9479372398323225,22.801984041224472,0
182.05814015976836,5.853974711067856,Human-like,10.433506059211934,0,Firefox,192.168.146.75,Canada,0.8064715571388161,48.272035405058254,0
184.98463282016976,7.024720998001007,Human-like,29.721026310872197,1,Safari,192.168.116.68,Canada,0.7879632315094194,23.14658181479664,0
286.8583155125051,5.791662693962936,Human-like,41.66316174903394,0,Opera,192.168.38.108,Australia,0.9792787317061877,48.96992834137641,0
224.33887372809164,6.67529324966822,Human-like,38.23325935514778,0,Edge,192.168.75.8,Canada,0.9284531895152417,34.728722532650444,0
167.502244482308,5.203822727527467,Human-like,42.87440237161425,1,Opera,192.168.193.4,USA,0.8539978506077178,19.32912289698111,0
279.5519347385226,5.23748525162194,Human-like,45.21439874553667,0,Safari,192.168.254.70,Australia,0.9958003191468613,40.13512741035767,0
146.1166834060673,4.786552848288153,Human-like,41.08587663709747,1,Opera,192.168.166.90,Australia,0.7746172463290864,23.21010116076394,0
81.01522861802492,4.577822825049003,Human-like,26.208083471256685,1,Chrome,192.168.57.147,Australia,0.7356453748804216,14.701049871084194,0
